rank_vfm,fifa_version,season_label,dataset_gender,sofifa_id,short_name,long_name,age,primary_position,position_group,overall,potential,performance_score,value_eur,wage_eur,annual_wage_eur,total_cost_eur,cost_million_eur,vfm_index,vfm_formula_1_index,vfm_formula_2_index,vfm_formula_3_raw,regression_residual,club_name,league_name,nationality_name,player_url,cost_performance_segment
20,19,FIFA 19,male,142775,A. Orión,Agustín Ignacio Orión,37,GK,GK,71,71,68.58,160000.0,3000.0,156000.0,316000.0,0.316,99.89352163192109,99.86550100874243,99.90472988119255,0.8368737561661079,4.420176431089416,Colo-Colo,Chilian Campeonato Nacional,Argentina,https://sofifa.com/player/142775/agustin-orion/190002,mid_market
1,20,FIFA 20,male,5479,Casillas,Iker Casillas Fernández,38,GK,GK,83,83,78.38000000000001,2600000.0,11000.0,572000.0,3172000.0,3.172,100.0,97.91038227389897,100.0,0.9005401789957519,5.055881466296171,FC Porto,Portuguese Liga ZON SAGRES,Spain,https://sofifa.com/player/5479/iker-casillas-fernandez/200002,high_perf_high_cost__premium_star
2,20,FIFA 20,male,214222,L. Giovini,Lucas Raúl Giovini Schiapino,37,GK,GK,65,65,63.09,50000.0,500.0,26000.0,76000.0,0.076,99.9945154390391,100.0,99.98903087807821,0.8848700407413224,4.426143448292535,Unión La Calera,Chilian Campeonato Nacional,Argentina,https://sofifa.com/player/214222/lucas-giovini/200002,low_perf_low_cost__budget_depth
3,20,FIFA 20,male,188017,A. Pomini,Alberto Pomini,38,GK,GK,68,68,65.39,90000.0,900.0,46800.0,136800.0,0.1368,99.98903087807821,99.97257719519553,99.98354631711732,0.8673912627215641,4.416799284501202,Venezia FC,Italian Serie B,Italy,https://sofifa.com/player/188017/alberto-pomini/200002,low_perf_low_cost__budget_depth
4,20,FIFA 20,male,110606,A. Mannus,Alan Mannus,37,GK,GK,66,66,63.989999999999995,70000.0,600.0,31200.0,101200.0,0.1012,99.98354631711732,99.98354631711732,99.96709263423463,0.8358250736187872,4.201049335129227,Shamrock Rovers,Rep. Ireland Airtricity League,Northern Ireland,https://sofifa.com/player/110606/alan-mannus/200002,low_perf_low_cost__budget_depth
5,20,FIFA 20,male,214503,L. Delgado,Luis Enrique Delgado Mantilla,38,GK,GK,65,65,62.72,50000.0,500.0,26000.0,76000.0,0.076,99.97806175615642,99.9945154390391,99.93418526846925,0.8168743098617786,4.056143448292531,Rionegro Águilas,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214503/luis-delgado/200002,low_perf_low_cost__budget_depth
6,20,FIFA 20,male,243585,G. Bazunu,Gavin Okeroghene Bazunu,17,GK,GK,59,84,68.27,275000.0,500.0,26000.0,301000.0,0.301,99.97257719519553,99.87933965886032,99.96160807327374,0.806128835414672,4.198506431181741,Manchester City,English Premier League,Republic of Ireland,https://sofifa.com/player/243585/gavin-bazunu/200002,mid_market
7,20,FIFA 20,male,187959,M. Peškovič,Michal Peškovič,37,GK,GK,67,67,64.86,80000.0,1000.0,52000.0,132000.0,0.132,99.96709263423463,99.96160807327374,99.92870070750837,0.796738972709435,4.027131750882987,Cracovia,Polish T-Mobile Ekstraklasa,Slovakia,https://sofifa.com/player/187959/michal-peskovic/200002,low_perf_low_cost__budget_depth
8,20,FIFA 20,male,155980,D. Bičík,David Bičík,38,GK,GK,66,66,63.559999999999995,70000.0,500.0,26000.0,96000.0,0.096,99.96160807327374,99.97806175615642,99.90676246366479,0.7963044443163974,3.978300015544818,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/155980/david-bicik/200002,low_perf_low_cost__budget_depth
9,20,FIFA 20,male,138247,K. Stuhr-Ellegaard,Kevin Stuhr-Ellegaard,36,GK,GK,69,69,67.12,180000.0,1000.0,52000.0,232000.0,0.232,99.95612351231284,99.92321614654746,99.93966982943016,0.7897681623428718,4.071486973977386,IF Elfsborg,Swedish Allsvenskan,Denmark,https://sofifa.com/player/138247/kevin-stuhr-ellegaard/200002,mid_market
10,20,FIFA 20,male,200389,J. Oblak,Jan Oblak,26,GK,GK,91,93,91.03,77500000.0,125000.0,6500000.0,84000000.0,84.0,99.95063895135195,48.615148357374,99.9945154390391,0.7717126856485272,4.832953077653798,Atlético de Madrid,Spain Primera Division,Slovenia,https://sofifa.com/player/200389/jan-oblak/200002,high_perf_high_cost__premium_star
11,20,FIFA 20,male,146748,Diego López,Diego López Rodríguez,37,GK,GK,80,80,76.47,1500000.0,17000.0,884000.0,2384000.0,2.384,99.94515439039104,96.35825152196567,99.97806175615642,0.7633913136224723,4.2679122402636125,RCD Espanyol de Barcelona,Spain Primera Division,Spain,https://sofifa.com/player/146748/diego-lopez-rodriguez/200002,mid_market
12,20,FIFA 20,male,215363,L. Montipò,Lorenzo Montipò,23,GK,GK,69,79,74.30000000000001,1300000.0,2000.0,104000.0,1404000.0,1.404,99.93966982943016,98.48077661383206,99.94515439039104,0.7610830281521053,4.178095563351974,Benevento,Italian Serie B,Italy,https://sofifa.com/player/215363/lorenzo-montipo/200002,mid_market
13,20,FIFA 20,male,215085,R. Naranjo,Rodrigo Felipe Naranjo López,39,GK,GK,67,67,64.06,80000.0,650.0,33800.0,113800.0,0.1138,99.93418526846925,99.96709263423463,99.87933965886032,0.7608180144633244,3.810019297961759,Deportes Iquique,Chilian Campeonato Nacional,Chile,https://sofifa.com/player/215085/rodrigo-naranjo/200002,low_perf_low_cost__budget_depth
14,20,FIFA 20,male,220720,A. Fulignati,Andrea Fulignati,24,GK,GK,68,75,72.8,950000.0,1000.0,52000.0,1002000.0,1.002,99.92870070750837,99.06762463664784,99.91773158558658,0.7380292866644564,4.0034266321616485,Ascoli,Italian Serie B,Italy,https://sofifa.com/player/220720/andrea-fulignati/200002,mid_market
15,20,FIFA 20,male,149721,G. Rogers,Gary Rogers,37,GK,GK,63,63,61.379999999999995,35000.0,500.0,26000.0,61000.0,0.061,99.92321614654746,99.98903087807821,99.7751330006033,0.7352570803233525,3.5799411624071737,Dundalk FC,Rep. Ireland Airtricity League,Republic of Ireland,https://sofifa.com/player/149721/gary-rogers/200002,low_perf_low_cost__budget_depth
16,20,FIFA 20,male,213736,J. Gonzalez,Jesse Gonzalez,24,GK,GK,69,76,73.7,1100000.0,3000.0,156000.0,1256000.0,1.256,99.91773158558658,98.42044644326222,99.92321614654746,0.7342355490114982,4.01575042002284,FC Dallas,USA Major League Soccer,United States,https://sofifa.com/player/213736/jesse-gonzalez/200002,mid_market
17,20,FIFA 20,male,224846,K. Kotsaris,Konstantinos Kotsaris,22,GK,GK,68,78,73.25,1100000.0,500.0,26000.0,1126000.0,1.126,99.91224702462567,98.73306641803323,99.91224702462567,0.7333568460431792,3.9950260393402175,Panathinaikos FC,Rest of World,Greece,https://sofifa.com/player/224846/konstantinos-kotsaris/200002,mid_market
18,20,FIFA 20,male,235629,O. De Wolf,Ortwin De Wolf,22,GK,GK,69,76,73.79,1100000.0,4000.0,208000.0,1308000.0,1.308,99.90676246366479,98.05298085888225,99.9012779027039,0.720396664232777,3.9463652953492527,KAS Eupen,Belgian Jupiler Pro League,Belgium,https://sofifa.com/player/235629/ortwin-de-wolf/200002,mid_market
19,20,FIFA 20,male,205951,Rafinha,Rafael Scapini de Almeida,37,CB,DEF,66,66,63.91499999999999,90000.0,500.0,26000.0,116000.0,0.116,99.9012779027039,99.94515439039104,99.7861021225251,0.7198325852265615,3.5897902798172865,HJK Helsinki,Rest of World,Brazil,https://sofifa.com/player/205951/rafael-scapini-de-almeida/200002,low_perf_low_cost__budget_depth
20,20,FIFA 20,male,213729,S. Rossbach,Sondre Løvseth Rossbach,23,GK,GK,69,77,73.77000000000001,1200000.0,2000.0,104000.0,1304000.0,1.304,99.89579334174299,98.04201173696046,99.89579334174299,0.7190147628995865,3.938398743033858,Odds BK,Norwegian Eliteserien,Norway,https://sofifa.com/player/213729/sondre-lovseth-rossbach/200002,mid_market
1,21,FIFA 21,male,253632,M. Sotillo,Michael Anthony Sotillo Cañari,35,GK,GK,70,70,68.6,180000.0,500.0,26000.0,206000.0,0.206,100.0,100.0,100.0,1.4870529800208863,7.89550656074141,Deportivo Binacional,Peruvian Primera División,Peru,https://sofifa.com/player/253632/michael-sotillo/210002,mid_market
2,21,FIFA 21,male,165493,N. Navarro,Nicolás Gastón Navarro,35,GK,GK,70,70,68.48,180000.0,500.0,26000.0,206000.0,0.206,99.99465440744106,99.99465440744106,99.99465440744106,1.465076016252756,7.7755065607414195,Club Atlético Tigre,Argentina Primera División,Argentina,https://sofifa.com/player/165493/nicolas-navarro/210002,mid_market
3,21,FIFA 21,male,223843,D. Frascarelli,Damián Andrés Frascarelli Gutiérrez,35,GK,GK,70,70,68.39,180000.0,500.0,26000.0,206000.0,0.206,99.98930881488212,99.98930881488212,99.98930881488212,1.4485932934266565,7.685506560741416,Sociedad Deportiva Aucas,Ecuadorian Serie A,Uruguay,https://sofifa.com/player/223843/damian-frascarelli/210002,mid_market
4,21,FIFA 21,male,164853,A. Federici,Adam Federici,35,GK,GK,70,70,68.6,180000.0,1000.0,52000.0,232000.0,0.232,99.9839632223232,99.97327203720533,99.9839632223232,1.3893255747650255,7.376357850025052,Macarthur FC,Australian Hyundai A-League,Australia,https://sofifa.com/player/164853/adam-federici/210002,mid_market
5,21,FIFA 21,male,182270,W. Sandilands,Wayne Sandilands,36,GK,GK,69,69,67.33,150000.0,500.0,26000.0,176000.0,0.176,99.97861762976426,99.97861762976426,99.97861762976426,1.3838708388958414,7.312946082783348,Orlando Pirates,South African Premier Division,South Africa,https://sofifa.com/player/182270/wayne-sandilands/210002,mid_market
6,21,FIFA 21,male,219918,O. Cabral,Osvaldo Ramón Cabral,35,GK,GK,68,68,66.71,130000.0,500.0,26000.0,156000.0,0.156,99.97327203720533,99.9839632223232,99.97327203720533,1.369503099496824,7.219810789528921,Club River Plate Asunción,Paraguayan Primera División,Argentina,https://sofifa.com/player/219918/osvaldo-cabral/210002,mid_market
7,21,FIFA 21,male,198653,M. Silva,Martín Andrés Silva Leites,37,GK,GK,73,73,70.53,350000.0,500.0,26000.0,376000.0,0.376,99.9679264446464,99.94119848185171,99.9679264446464,1.3457883423784511,7.1974092695646235,Club Libertad,Paraguayan Primera División,Uruguay,https://sofifa.com/player/198653/martin-silva/210002,mid_market
8,21,FIFA 21,male,214110,J. Cuadrado,José Fernando Cuadrado Romero,35,GK,GK,69,69,67.64,150000.0,1000.0,52000.0,202000.0,0.202,99.96258085208746,99.96258085208746,99.96258085208746,1.32735930431656,7.0211502281662845,Atlético Nacional,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214110/jose-cuadrado/210002,mid_market
9,21,FIFA 21,male,228232,L. Azcona,Librado Daniel Azcona Salinas,36,GK,GK,68,68,66.37,130000.0,500.0,26000.0,156000.0,0.156,99.95723525952852,99.9679264446464,99.95723525952852,1.3072350354871192,6.879810789528932,Club Olimpia,Paraguayan Primera División,Ecuador,https://sofifa.com/player/228232/librado-azcona/210002,mid_market
10,21,FIFA 21,male,183315,D. González,David González Giraldo,37,GK,GK,71,71,68.55,210000.0,1000.0,52000.0,262000.0,0.262,99.95188966696958,99.94654407441065,99.95188966696958,1.2801833528075923,6.795215500456003,Deportivo Cali,Colombian Liga Postobón,Colombia,https://sofifa.com/player/183315/david-gonzalez/210002,mid_market
11,21,FIFA 21,male,164505,B. Guzan,Bradley Guzan,35,GK,GK,72,72,70.33999999999999,250000.0,3000.0,156000.0,406000.0,0.406,99.94654407441065,99.88774255626237,99.94119848185171,1.2478761597390116,6.672127281338611,Atlanta United,USA Major League Soccer,United States,https://sofifa.com/player/164505/brad-guzan/210002,mid_market
12,21,FIFA 21,male,186681,Alberto,Alberto García Cabrera,35,GK,GK,72,72,70.31,250000.0,3000.0,156000.0,406000.0,0.406,99.94119848185171,99.87705137114449,99.93585288929278,1.2423819187969811,6.642127281338624,Rayo Vallecano,Spanish Segunda División,Spain,https://sofifa.com/player/186681/alberto-garcia-cabrera/210002,mid_market
13,21,FIFA 21,male,142902,A. Pyatov,Andriy Pyatov,36,GK,GK,76,76,73.60000000000001,825000.0,500.0,26000.0,851000.0,0.851,99.93585288929278,99.74341155717111,99.94654407441065,1.2364405153631775,6.699771053031682,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://sofifa.com/player/142902/andriy-pyatov/210002,mid_market
14,21,FIFA 21,male,241769,D. Akpeyi,Daniel Akpeyi,34,GK,GK,73,73,71.67,525000.0,650.0,33800.0,558800.0,0.5588,99.93050729673384,99.82359544555514,99.93050729673384,1.2288119593536169,6.606916110119158,Kaizer Chiefs,South African Premier Division,Nigeria,https://sofifa.com/player/241769/daniel-akpeyi/210002,mid_market
15,21,FIFA 21,male,203928,R. Fernández,Raúl Omar Fernández Valverde,34,GK,GK,71,71,69.53999999999999,325000.0,500.0,26000.0,351000.0,0.351,99.9251617041749,99.88239696370343,99.9251617041749,1.2210480956045857,6.507919540792287,Deportivo Binacional,Peruvian Primera División,Peru,https://sofifa.com/player/203928/raul-fernandez/210002,mid_market
16,21,FIFA 21,male,135043,A. Lindegaard,Anders Rosenkrantz Lindegaard,36,GK,GK,67,67,65.53,110000.0,700.0,36400.0,146400.0,0.1464,99.91981611161597,99.95723525952852,99.91447051905705,1.2056167573548504,6.317216996019724,Helsingborgs IF,Swedish Allsvenskan,Denmark,https://sofifa.com/player/135043/anders-lindegaard/210002,mid_market
17,21,FIFA 21,male,177299,A. Gabbarini,Adrián José Gabbarini,34,GK,GK,73,73,71.43,525000.0,600.0,31200.0,556200.0,0.5562,99.91447051905705,99.75944833484792,99.91981611161597,1.1886925139564755,6.387285692771826,LDU Quito,Ecuadorian Serie A,Argentina,https://sofifa.com/player/177299/adrian-gabbarini/210002,mid_market
18,21,FIFA 21,male,162052,D. Ousted,David Ousted Hansen,35,GK,GK,67,67,65.81,110000.0,1000.0,52000.0,162000.0,0.162,99.90912492649811,99.9251617041749,99.90377933393917,1.173645914303051,6.154973074938383,Hammarby IF,Swedish Allsvenskan,Denmark,https://sofifa.com/player/162052/david-ousted/210002,mid_market
19,21,FIFA 21,male,161663,S. Viera,Mario Sebastián Viera Galain,37,GK,GK,73,73,70.38,350000.0,2000.0,104000.0,454000.0,0.454,99.90377933393917,99.76479392740686,99.90912492649811,1.1633259187590028,6.22406303154213,Junior FC,Colombian Liga Postobón,Uruguay,https://sofifa.com/player/161663/sebastian-viera/210002,mid_market
20,21,FIFA 21,male,148729,I. Austbø,Iven Austbø,35,GK,GK,66,66,64.82,90000.0,800.0,41600.0,131600.0,0.1316,99.89843374138023,99.95188966696958,99.89308814882129,1.1632123546548134,6.072704719660663,Viking FK,Norwegian Eliteserien,Norway,https://sofifa.com/player/148729/iven-austbo/210002,low_perf_low_cost__budget_depth
1,22,FIFA 22,male,177299,A. Gabbarini,Adrián José Gabbarini,35,GK,GK,72,72,70.16,250000.0,500.0,26000.0,276000.0,0.276,100.0,100.0,100.0,1.5398676708581052,8.112258457197036,LDU Quito,Ecuadorian Serie A,Argentina,https://sofifa.com/player/177299/adrian-gabbarini/220002,mid_market
2,22,FIFA 22,male,182959,A. Hruška,Aleš Hruška,35,GK,GK,71,71,69.23,210000.0,500.0,26000.0,236000.0,0.236,99.99479464889906,99.99479464889906,99.99479464889906,1.4978738311437316,7.866390185961862,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/182959/ales-hruska/220002,mid_market
3,22,FIFA 22,male,182270,W. Sandilands,Wayne Sandilands,37,GK,GK,71,71,68.67,210000.0,500.0,26000.0,236000.0,0.236,99.98958929779813,99.9687678933944,99.9843839466972,1.3940396437895535,7.30639018596186,Orlando Pirates,South African Premier Division,South Africa,https://sofifa.com/player/182270/wayne-sandilands/220002,mid_market
4,22,FIFA 22,male,241769,D. Akpeyi,Daniel Akpeyi,35,GK,GK,74,74,72.02,475000.0,500.0,26000.0,501000.0,0.501,99.9843839466972,99.91150903128417,99.98958929779813,1.3880181769454247,7.367124319121189,Kaizer Chiefs,South African Premier Division,Nigeria,https://sofifa.com/player/241769/daniel-akpeyi/220002,mid_market
5,22,FIFA 22,male,223843,D. Frascarelli,Damián Andrés Frascarelli Gutiérrez,36,GK,GK,70,70,67.99,180000.0,500.0,26000.0,206000.0,0.206,99.97917859559628,99.97397324449534,99.97397324449534,1.3812262647568392,7.220450766583802,Sociedad Deportiva Aucas,Ecuadorian Serie A,Uruguay,https://sofifa.com/player/223843/damian-frascarelli/220002,mid_market
6,22,FIFA 22,male,186655,J. Carvallo,José Aurelio Carvallo Alonso,35,GK,GK,68,68,66.67999999999999,130000.0,500.0,26000.0,156000.0,0.156,99.97397324449534,99.98958929779813,99.9687678933944,1.3699597721758083,7.125263543086653,Club Universitario de Deportes,Peruvian Primera División,Peru,https://sofifa.com/player/186655/jose-carvallo/220002,mid_market
7,22,FIFA 22,male,165247,I. Khune,Itumeleng Khune,34,GK,GK,71,71,70.32,325000.0,500.0,26000.0,351000.0,0.351,99.9687678933944,99.93753578678883,99.97917859559628,1.3692580470667608,7.221888958741182,Kaizer Chiefs,South African Premier Division,South Africa,https://sofifa.com/player/165247/itumeleng-khune/220002,mid_market
8,22,FIFA 22,male,219918,O. Cabral,Osvaldo Ramón Cabral,36,GK,GK,69,69,67.15,150000.0,500.0,26000.0,176000.0,0.176,99.96356254229349,99.97917859559628,99.96356254229349,1.3566056615973554,7.068178186658287,12 de Octubre FC,Paraguayan Primera División,Argentina,https://sofifa.com/player/219918/osvaldo-cabral/220002,mid_market
9,22,FIFA 22,male,189024,M. Banguera,Máximo Orlando Banguera Valdivieso,35,GK,GK,67,67,65.83999999999999,110000.0,500.0,26000.0,136000.0,0.136,99.95835719119255,99.9843839466972,99.95835719119255,1.32851688787018,6.884764895850495,Guayaquil City FC,Ecuadorian Serie A,Ecuador,https://sofifa.com/player/189024/maximo-banguera/220002,mid_market
10,22,FIFA 22,male,163616,J. Young,Jamie Young,35,GK,GK,68,68,66.47,130000.0,750.0,39000.0,169000.0,0.169,99.9531518400916,99.94274113788974,99.9531518400916,1.2643347413277575,6.565516069531846,Western United FC,Australian Hyundai A-League,England,https://sofifa.com/player/163616/jamie-young/220002,mid_market
11,22,FIFA 22,male,225983,S. Mpontshane,Siyabonga Mpontshane,35,GK,GK,65,65,64.16,80000.0,500.0,26000.0,106000.0,0.106,99.94794648899068,99.96356254229349,99.93753578678883,1.2246468518357496,6.293713597758952,Orlando Pirates,South African Premier Division,South Africa,https://sofifa.com/player/225983/siyabonga-mpontshane/220002,low_perf_low_cost__budget_depth
12,22,FIFA 22,male,142902,A. Pyatov,Andriy Pyatov,37,GK,GK,75,75,72.3,625000.0,500.0,26000.0,651000.0,0.651,99.94274113788974,99.79178595596274,99.94794648899068,1.2217305892194936,6.5027289341129375,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://sofifa.com/player/142902/andriy-pyatov/220002,mid_market
13,22,FIFA 22,male,198355,S. Clark,Steve Clark,35,GK,GK,72,72,70.16,250000.0,3000.0,156000.0,406000.0,0.406,99.93753578678883,99.85945552027485,99.94274113788974,1.2183122932456558,6.42583043100538,Portland Timbers,USA Major League Soccer,United States,https://sofifa.com/player/198355/steve-clark/220002,mid_market
14,22,FIFA 22,male,192792,P. Kovář,Přemysl Kovář,35,GK,GK,65,65,64.07,80000.0,500.0,26000.0,106000.0,0.106,99.93233043568789,99.95835719119255,99.92712508458695,1.207959214582399,6.203713597758949,SK Slavia Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/192792/premysl-kovar/220002,low_perf_low_cost__budget_depth
15,22,FIFA 22,male,214190,L. Castellanos,Andrés Leandro Castellanos Serrano,37,GK,GK,70,70,67.53,180000.0,1000.0,52000.0,232000.0,0.232,99.92712508458695,99.89068762688044,99.93233043568789,1.1969050799721561,6.241084637625384,Club Independiente Santa Fe,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214190/leandro-castellanos/220002,mid_market
16,22,FIFA 22,male,183596,E. Domaschke,Erik Domaschke,35,GK,GK,65,65,64.00999999999999,80000.0,500.0,26000.0,106000.0,0.106,99.91931705793556,99.95054916454114,99.91931705793556,1.1968341230801651,6.143713597758946,SV Meppen,German 3. Bundesliga,Germany,https://sofifa.com/player/183596/erik-domaschke/220002,low_perf_low_cost__budget_depth
17,22,FIFA 22,male,259769,M. Heredia,Manuel Alexander Heredia Rojas,35,GK,GK,65,65,64.00999999999999,80000.0,500.0,26000.0,106000.0,0.106,99.91931705793556,99.95054916454114,99.91931705793556,1.1968341230801651,6.143713597758946,Carlos A. Mannucci,Peruvian Primera División,Peru,https://sofifa.com/player/259769/manuel-heredia/220002,low_perf_low_cost__budget_depth
18,22,FIFA 22,male,228232,D. Azcona,Librado Daniel Azcona Salinas,37,GK,GK,67,67,65.07,110000.0,500.0,26000.0,136000.0,0.136,99.91150903128417,99.93233043568789,99.90109832908229,1.185744880258186,6.114764895850499,Club River Plate Asunción,Paraguayan Primera División,Ecuador,https://sofifa.com/player/228232/daniel-azcona/220002,low_perf_low_cost__budget_depth
